id,price
1,53281.2
2,54476.5
3,22967.36
4,2784.2
5,5751.96
6,6541.43
7,4618.515
8,13766.38
9,4623.71
10,20471.98
11,5731.45
12,5298.94
13,4316.81
14,54656.14
15,39619.39
16,56517.76
17,54905.53
18,6465.33
19,65389.37
20,7405.088857142857
21,6207.48
22,59894.03166666667
23,45421.92
24,5419.81
25,5016.48
26,4588.4
27,6031.83
28,5243.93
29,4333.26
30,6177.47
31,6384.86
32,65142.23
33,60495.29
34,54983.68
35,10131.37
36,5784.58
37,5578.12
38,46679.27
39,5459.74
40,2229.78
41,10080.71
42,77316.51
43,5354.84
44,3620.77
45,12945.59
46,3473.45
47,5952.59
48,12299.72
49,67726.03
50,6256.44
51,5597.26
52,3356.97
53,6333.31
54,4153.63
55,7699.42
56,2876.43
57,4126.23
58,53522.81
59,3336.46
60,62072.33416666667
61,10934.38
62,55606.83
63,6867.94
64,10494.07
65,56667.52
66,62908.72
67,45289.3
68,12475.99
69,47629.54
70,45197.64
71,6011.38
72,6598.08
73,9589.42
74,8161.33
75,12597.15
76,6695.21
77,5810.96
78,3182.15
79,63564.52
80,11475.04
81,4981.55
82,6202.45
83,7987.07
84,5433.39
85,35232.4
86,58963.02
87,4772.31
88,14009.44
89,60190.91
90,4438.78
91,4531.22
92,63771.24
93,57128.56
94,80213.77
95,53669.76
96,11743.53
97,5854.48
98,18082.63
99,6029.08
100,68300.23
101,5172.69
102,7970.56
103,8094.03
104,2799.67
105,5949.95
106,8859.38
107,54148.01
108,55383.28
109,48159.69
110,2540.12
111,49716.62
112,53041.68
113,8742.1
114,2897.94
115,3365.68
116,3567.82
117,5518.7
118,3501.4
119,6021.12
120,14869.27
121,50949.91
122,15944.18
123,6443.95
124,45848.25
125,5716.87
126,6325.99
127,6256.37
128,12082.47
129,66368.88
130,4701.06
131,6321.78
132,60960.54
133,5992.78
134,6087.76
135,4756.86
136,42050.03
137,4895.95
138,7436.17
139,4044.03
140,4715.49
141,3532.56
142,51589.49
143,8076.73
144,1716.7
145,54192.3
146,2709.03
147,6314.04
148,16840.64
149,5841.0
150,4725.99
151,8486.69
152,63258.48
153,7756.5
154,7053.87
155,61504.31
156,6576.87
157,7573.43
158,5190.17
159,6290.98
160,4854.84
161,55060.93
162,6561.64
163,68486.92
164,7733.06
165,59173.33
166,36483.31
167,60264.52
168,4759.37
169,11207.32
170,51226.62
171,1845.97
172,7568.07
173,52691.85
174,54803.43
175,5106.99
176,70105.97
177,4307.57
178,4423.47
179,5350.34
180,65256.33
181,28780.69
182,7564.88
183,11773.51
184,6487.05
185,24303.52
186,6559.76
187,8604.42
188,53498.9
189,15928.85
190,4411.2
191,56365.71
192,3316.65
193,54651.82
194,6464.14
195,4569.22
196,6418.25
197,2577.4
198,15887.83
199,13077.59
200,60616.86
201,70358.72
202,13105.69
203,4375.04
204,7423.25
205,59680.8
206,60136.2
207,4173.42
208,45132.21
209,49301.5
210,9354.02
211,54823.35
212,41078.15
213,4525.33
214,5289.16
215,6284.66
216,49835.05
217,5511.96
218,31151.63
219,7244.115
220,3425.89
221,3766.08
222,4229.48
223,22152.0
224,54143.02
225,53687.45
226,12579.78
227,8194.44
228,9928.3
229,5106.46
230,61481.49
231,4601.87
232,6570.64
233,14208.35
234,10696.84
235,3883.29
236,6300.92
237,2804.12
238,4098.8
239,2361.85
240,13263.34
241,63311.09
242,51585.26
243,3867.4
244,59193.09
245,8923.12
246,49722.67
247,55881.64
248,5085.94
249,5363.77
250,63851.86
251,9483.57
252,5804.61
253,51581.06
254,11287.92
255,6363.21
256,69438.46
257,4798.92
258,2874.77
259,4343.8
260,55126.76
261,3793.53
262,6098.19
263,53003.36
264,4307.42
265,7876.9
266,2442.37
267,40969.66
268,47815.82
269,44950.24
270,8063.96
271,6351.33
272,8141.78
273,51628.13
274,31624.71
275,2252.13
276,8594.85
277,29578.39
278,7720.51
279,32977.14
280,6183.86
281,39920.69
282,5176.95
283,5884.88
284,6780.26
285,49551.22
286,6287.04
287,38931.92
288,5607.79
289,61143.4
290,1801.79
291,1950.49
292,6706.04
293,8197.53
294,6216.14
295,4877.31
296,3939.46
297,46109.08
298,14690.24
299,10018.5
300,5529.65
301,60669.58
302,2862.6
303,7230.64
304,11911.96
305,53228.46
306,6092.91
307,52687.8
308,5209.62
309,54264.01
310,12151.69
311,5206.83
312,54601.5
313,4314.07
314,2437.33
315,3959.43
316,33752.54666666666
317,4291.62
318,5856.57
319,8383.46
320,4264.83
321,4480.7
322,60728.44
323,5458.7
324,3665.88
325,6484.85
326,16419.82
327,6534.38
328,5151.49
329,6164.36
330,4485.43
331,12244.21
332,7670.58
333,65505.56
334,5013.11
335,7130.81
336,11476.5
337,4560.53
338,22140.0
339,13437.27
340,48065.93
341,47760.52
342,49975.13
343,3860.02
344,5857.46
345,14417.26
346,69042.44
347,3388.54
348,3574.83
349,5981.13
350,10869.67
351,4667.53
352,5949.0
353,5081.97
354,4497.28
355,4397.9
356,77638.53
357,48632.01
358,4759.35
359,4584.22
360,49796.0
361,57576.66
362,6898.26
363,51155.64
364,2473.19
365,61819.02
366,29053.29
367,4047.19
368,4873.31
