id,price
1,53743.0
2,51384.0
3,23484.0
4,2228.0
5,5102.0
6,6578.0
7,4680.0
8,14265.0
9,4338.0
10,22366.0
11,6702.0
12,4731.0
13,4491.0
14,51817.0
15,39499.0
16,53499.0
17,54608.0
18,6450.0
19,75485.0
20,7703.0
21,6593.0
22,66063.0
23,45257.0
24,5823.0
25,5102.0
26,4589.0
27,6032.0
28,6287.0
29,4210.0
30,4792.0
31,4259.0
32,64831.0
33,67473.0
34,51372.0
35,9419.0
36,5817.0
37,4909.0
38,42521.0
39,5042.0
40,2022.0
41,9433.0
42,82205.0
43,5206.0
44,3194.0
45,13734.0
46,2723.0
47,6324.0
48,13083.0
49,74844.0
50,5549.0
51,5441.0
52,3397.0
53,6883.0
54,3961.0
55,7123.0
56,2074.0
57,3860.0
58,45995.0
59,3153.0
60,60978.0
61,14020.0
62,57939.0
63,6489.0
64,10058.0
65,55983.0
66,81585.0
67,45257.0
68,8393.0
69,49725.0
70,45257.0
71,4293.0
72,8386.0
73,10050.0
74,7487.0
75,16140.0
76,7695.0
77,5417.0
78,3843.0
79,62045.0
80,11520.0
81,4977.0
82,5949.0
83,6195.0
84,4272.0
85,34472.0
86,57920.0
87,4607.0
88,15183.0
89,60396.0
90,4272.0
91,4294.0
92,64113.0
93,53645.0
94,92633.0
95,54777.0
96,11550.0
97,7212.0
98,21948.0
99,6158.0
100,80973.0
101,4593.0
102,7958.0
103,14861.0
104,2336.0
105,12873.0
106,7136.0
107,54608.0
108,43865.0
109,41269.0
110,2339.0
111,41269.0
112,51457.0
113,7774.0
114,2124.0
115,2994.0
116,2857.0
117,5040.0
118,4007.0
119,6015.0
120,17133.0
121,56702.0
122,11346.0
123,5231.0
124,45693.0
125,5978.0
126,8844.0
127,5037.0
128,12896.0
129,65529.0
130,5220.0
131,6117.0
132,60978.0
133,5759.0
134,5942.0
135,5649.0
136,42457.0
137,4827.0
138,7426.0
139,3999.0
140,4755.0
141,3393.0
142,51595.0
143,7958.0
144,1714.0
145,54608.0
146,2840.0
147,6314.0
148,19500.0
149,6198.0
150,5384.0
151,7950.0
152,63725.0
153,8100.0
154,8111.0
155,67809.0
156,13386.0
157,6133.0
158,4368.0
159,6122.0
160,3623.0
161,55087.0
162,6568.0
163,67769.0
164,6488.0
165,58315.0
166,37944.0
167,60508.0
168,4453.0
169,10219.0
170,49207.0
171,1776.0
172,6488.0
173,48851.0
174,54896.0
175,4863.0
176,69997.0
177,3980.0
178,2124.0
179,5708.0
180,69997.0
181,27864.0
182,7488.0
183,13083.0
184,5234.0
185,24056.0
186,5882.0
187,7774.0
188,53164.0
189,21273.0
190,4417.0
191,59021.0
192,3090.0
193,44280.0
194,11550.0
195,3649.0
196,5667.0
197,2049.0
198,15383.0
199,10248.0
200,60232.0
201,69244.0
202,10522.0
203,4663.0
204,7489.0
205,58125.0
206,60978.0
207,4205.0
208,45257.0
209,53198.0
210,9643.0
211,41314.0
212,41281.0
213,3999.0
214,4672.0
215,6512.0
216,49725.0
217,4788.0
218,27976.0
219,1977.0
220,3393.0
221,2903.0
222,3685.0
223,22152.0
224,54115.0
225,53743.0
226,13674.0
227,10002.0
228,10061.0
229,4827.0
230,60555.0
231,4230.0
232,7005.0
233,14141.0
234,9419.0
235,3471.0
236,3781.0
237,2723.0
238,4499.0
239,2300.0
240,5103.0
241,55377.0
242,51345.0
243,3489.0
244,59254.0
245,7584.0
246,49613.0
247,53757.0
248,5939.0
249,4612.0
250,57999.0
251,7424.0
252,6122.0
253,45995.0
254,11129.0
255,6488.0
256,73369.0
257,4500.0
258,1788.0
259,3962.0
260,43865.0
261,3999.0
262,6064.0
263,54684.0
264,5220.0
265,7721.0
266,3000.0
267,37846.0
268,49725.0
269,45776.0
270,8696.0
271,6568.0
272,8411.0
273,45097.0
274,31982.0
275,2977.0
276,10838.0
277,30808.0
278,7425.0
279,32923.0
280,5934.0
281,37985.0
282,4969.0
283,5772.0
284,5975.0
285,49725.0
286,6015.0
287,38099.0
288,6489.0
289,61873.0
290,1776.0
291,3344.0
292,6461.0
293,8332.0
294,6186.0
295,5178.0
296,3621.0
297,51707.0
298,20139.0
299,12159.0
300,6349.0
301,60978.0
302,3100.0
303,6820.0
304,13095.0
305,52063.0
306,6593.0
307,52063.0
308,6122.0
309,49725.0
310,7572.0
311,6202.0
312,53499.0
313,2737.0
314,2456.0
315,3568.0
316,32859.0
317,3543.0
318,10268.0
319,7813.0
320,4674.0
321,4272.0
322,60978.0
323,5042.0
324,2994.0
325,6275.0
326,24121.0
327,5632.0
328,6128.0
329,4755.0
330,5823.0
331,13818.0
332,6195.0
333,67710.0
334,5120.0
335,8078.0
336,12524.0
337,4272.0
338,22140.0
339,13759.0
340,44280.0
341,45805.0
342,47217.0
343,3362.0
344,5888.0
345,12210.0
346,69515.0
347,3090.0
348,3845.0
349,5949.0
350,9420.0
351,5773.0
352,5949.0
353,4933.0
354,5465.0
355,4230.0
356,52175.0
357,50957.0
358,4827.0
359,4499.0
360,51697.0
361,58125.0
362,8064.0
363,51875.0
364,2476.0
365,54608.0
366,27792.0
367,3334.0
368,5792.0
369,6514.0
370,6514.0
371,6339.0
372,4028.0
373,6159.0
374,5949.0
375,10783.0
376,49613.0
377,5915.0
378,66063.0
379,4496.0
380,2124.0
381,61933.0
382,5443.0
383,4555.0
384,3998.0
385,5970.0
386,61933.0
387,78870.0
388,5654.0
389,49553.0
390,58125.0
391,58125.0
392,92998.0
393,13391.0
394,55377.0
395,68303.0
396,54684.0
397,55374.0
398,4363.0
399,8026.0
400,2482.0
401,3346.0
402,6292.0
403,8093.0
404,51697.0
405,42521.0
406,3491.0
407,5012.0
408,74273.0
409,6102.0
410,9324.0
411,4202.0
412,53743.0
413,5483.0
414,6797.0
415,4452.0
416,2614.0
417,29096.0
418,8938.0
419,56588.0
420,11129.0
421,4893.0
422,4039.0
423,4000.0
424,65457.0
425,15917.0
426,3822.0
427,3393.0
428,12474.0
429,2150.0
430,5915.0
431,49177.0
432,7325.0
433,6611.0
434,70714.0
435,2201.0
436,6207.0
437,19803.0
438,11129.0
439,6203.0
440,60260.0
441,7877.0
442,51817.0
443,4827.0
444,4390.0
445,4294.0
446,49725.0
447,44280.0
448,10002.0
449,2874.0
450,40593.0
451,51117.0
452,50810.0
453,3685.0
454,5520.0
455,4927.0
456,2050.0
457,49553.0
458,39321.0
459,11129.0
460,6568.0
461,4028.0
462,5949.0
463,4499.0
464,4453.0
465,1443.0
466,2150.0
467,8043.0
468,4228.0
469,5504.0
470,14282.0
471,11205.0
472,7774.0
473,6542.0
474,5955.0
475,5153.0
476,10648.0
477,13282.0
478,4294.0
479,15624.0
480,40296.0
481,5467.0
482,3720.0
483,2723.0
484,3090.0
485,11129.0
486,6200.0
487,59254.0
488,4755.0
489,52063.0
490,11295.0
491,49311.0
492,6268.0
493,55983.0
494,45995.0
495,6194.0
496,32646.0
